,id,sample,unac,cons,submitdate,lastpage,lan,seed,startdate,datestamp,gender,age,english,pre_happy,difficulties,post_happy,own_definition,synthetic_voices,daily_encounter,negative_experience,familiar_definition,agree_definition,verification,user_comment,voice_gender,google_pitch,sample_id,pitch_weighted,pitch_mean,pitch_median,pitch_std
627,26,44_sample_7809_p+10_m.wav,60.0,40.0,2023-11-26 12:06:23,59,en,851396461,2023-11-26 10:12:01,2023-11-26 10:12:01,Female,31,Fluent,71,Yes,70,Insulting and harmful speech oriented towards someone due to their physiological/ethnical/sexual traits. ,2,5,Yes,Yes,Yes,Yes,,Male,10.0,7809,238.9098823080781,321.9612598747609,220.55824963064416,289.621821945533
629,26,46_sample_9064_p-10_m.wav,30.0,20.0,2023-11-26 12:06:23,59,en,851396461,2023-11-26 10:12:01,2023-11-26 10:12:01,Female,31,Fluent,71,Yes,70,Insulting and harmful speech oriented towards someone due to their physiological/ethnical/sexual traits. ,2,5,Yes,Yes,Yes,Yes,,Male,-10.0,9064,165.5527280392079,295.31746789142073,112.05105304440264,381.6517004398491
630,26,47_sample_9064_p+10_f.wav,30.0,30.0,2023-11-26 12:06:23,59,en,851396461,2023-11-26 10:12:01,2023-11-26 10:12:01,Female,31,Fluent,71,Yes,70,Insulting and harmful speech oriented towards someone due to their physiological/ethnical/sexual traits. ,2,5,Yes,Yes,Yes,Yes,,Female,10.0,9064,370.6026659040703,451.89477028527807,379.9771992461262,343.43878330735885
631,26,48_sample_9064_p+10_m.wav,30.0,20.0,2023-11-26 12:06:23,59,en,851396461,2023-11-26 10:12:01,2023-11-26 10:12:01,Female,31,Fluent,71,Yes,70,Insulting and harmful speech oriented towards someone due to their physiological/ethnical/sexual traits. ,2,5,Yes,Yes,Yes,Yes,,Male,10.0,9064,263.6580809011482,374.8085042436387,243.41783284515475,366.4474325756373
633,26,50_sample_9093_p-10_m.wav,70.0,60.0,2023-11-26 12:06:23,59,en,851396461,2023-11-26 10:12:01,2023-11-26 10:12:01,Female,31,Fluent,71,Yes,70,Insulting and harmful speech oriented towards someone due to their physiological/ethnical/sexual traits. ,2,5,Yes,Yes,Yes,Yes,,Male,-10.0,9093,154.02106885499418,313.608614950378,125.31645999126658,378.8939681635306
638,27,03_sample_22967_p+10_f.wav,99.0,99.0,2023-11-26 12:01:29,59,en,983099594,2023-11-26 11:48:44,2023-11-26 11:48:44,Male,36,Fluent,86,No,85,Language that discriminates certain groups of people or individuals with the added intention of spreading the message,1,25,Yes,No,Yes,Yes,,Female,10.0,22967,359.72974158663635,454.0182547019731,363.4439704921498,353.7843594543683
639,27,04_sample_22967_p+10_m.wav,99.0,99.0,2023-11-26 12:01:29,59,en,983099594,2023-11-26 11:48:44,2023-11-26 11:48:44,Male,36,Fluent,86,No,85,Language that discriminates certain groups of people or individuals with the added intention of spreading the message,1,25,Yes,No,Yes,Yes,,Male,10.0,22967,249.22199487822223,360.4410379690174,240.7921557344637,369.23328726668245
640,27,05_sample_2994_p-10_f.wav,99.0,99.0,2023-11-26 12:01:29,59,en,983099594,2023-11-26 11:48:44,2023-11-26 11:48:44,Male,36,Fluent,86,No,85,Language that discriminates certain groups of people or individuals with the added intention of spreading the message,1,25,Yes,No,Yes,Yes,,Female,-10.0,2994,202.33791737484293,310.9071040223541,179.91676553935082,329.16252881248386
641,27,06_sample_2994_p-10_m.wav,99.0,99.0,2023-11-26 12:01:29,59,en,983099594,2023-11-26 11:48:44,2023-11-26 11:48:44,Male,36,Fluent,86,No,85,Language that discriminates certain groups of people or individuals with the added intention of spreading the message,1,25,Yes,No,Yes,Yes,,Male,-10.0,2994,165.9283985826567,275.97075480642644,116.14600912171534,328.4837477044902
643,27,08_sample_2994_p+10_m.wav,99.0,99.0,2023-11-26 12:01:29,59,en,983099594,2023-11-26 11:48:44,2023-11-26 11:48:44,Male,36,Fluent,86,No,85,Language that discriminates certain groups of people or individuals with the added intention of spreading the message,1,25,Yes,No,Yes,Yes,,Male,10.0,2994,280.8571478395866,357.7146016215786,261.895958660944,295.73384589004746
645,27,10_sample_3913_p-10_m.wav,74.0,65.0,2023-11-26 12:01:29,59,en,983099594,2023-11-26 11:48:44,2023-11-26 11:48:44,Male,36,Fluent,86,No,85,Language that discriminates certain groups of people or individuals with the added intention of spreading the message,1,25,Yes,No,Yes,Yes,,Male,-10.0,3913,240.6989919309526,373.3689072689052,207.10743174045183,399.8098024730553
646,27,11_sample_3913_p+10_f.wav,72.0,64.0,2023-11-26 12:01:29,59,en,983099594,2023-11-26 11:48:44,2023-11-26 11:48:44,Male,36,Fluent,86,No,85,Language that discriminates certain groups of people or individuals with the added intention of spreading the message,1,25,Yes,No,Yes,Yes,,Female,10.0,3913,379.465102900006,602.0160933138437,435.16173461213066,497.3844204687591
648,27,13_sample_4382_p-10_f.wav,99.0,99.0,2023-11-26 12:01:29,59,en,983099594,2023-11-26 11:48:44,2023-11-26 11:48:44,Male,36,Fluent,86,No,85,Language that discriminates certain groups of people or individuals with the added intention of spreading the message,1,25,Yes,No,Yes,Yes,,Female,-10.0,4382,222.6877261104952,361.96107139124194,184.8249141832258,393.8487491511948
651,27,16_sample_4382_p+10_m.wav,99.0,99.0,2023-11-26 12:01:29,59,en,983099594,2023-11-26 11:48:44,2023-11-26 11:48:44,Male,36,Fluent,86,No,85,Language that discriminates certain groups of people or individuals with the added intention of spreading the message,1,25,Yes,No,Yes,Yes,,Male,10.0,4382,275.41744088918904,413.2284195527813,298.70306753743336,368.5712146843281
653,27,18_sample_5213_p-10_m.wav,99.0,99.0,2023-11-26 12:01:29,59,en,983099594,2023-11-26 11:48:44,2023-11-26 11:48:44,Male,36,Fluent,86,No,85,Language that discriminates certain groups of people or individuals with the added intention of spreading the message,1,25,Yes,No,Yes,Yes,,Male,-10.0,5213,162.98279786307242,350.87347440519454,121.12617663793004,449.1220801980649
655,27,20_sample_5213_p+10_m.wav,99.0,99.0,2023-11-26 12:01:29,59,en,983099594,2023-11-26 11:48:44,2023-11-26 11:48:44,Male,36,Fluent,86,No,85,Language that discriminates certain groups of people or individuals with the added intention of spreading the message,1,25,Yes,No,Yes,Yes,,Male,10.0,5213,265.9528152065761,429.4083244563179,271.495566505596,435.4804590208056
657,27,22_sample_6037_p-10_m.wav,80.0,74.0,2023-11-26 12:01:29,59,en,983099594,2023-11-26 11:48:44,2023-11-26 11:48:44,Male,36,Fluent,86,No,85,Language that discriminates certain groups of people or individuals with the added intention of spreading the message,1,25,Yes,No,Yes,Yes,,Male,-10.0,6037,151.41772490754087,402.9321100696131,136.747285387349,499.567122862656
658,27,23_sample_6037_p+10_f.wav,81.0,77.0,2023-11-26 12:01:29,59,en,983099594,2023-11-26 11:48:44,2023-11-26 11:48:44,Male,36,Fluent,86,No,85,Language that discriminates certain groups of people or individuals with the added intention of spreading the message,1,25,Yes,No,Yes,Yes,,Female,10.0,6037,355.4298149162833,499.54011736391465,357.22407224290794,436.45337055898096
659,27,24_sample_6037_p+10_m.wav,80.0,71.0,2023-11-26 12:01:29,59,en,983099594,2023-11-26 11:48:44,2023-11-26 11:48:44,Male,36,Fluent,86,No,85,Language that discriminates certain groups of people or individuals with the added intention of spreading the message,1,25,Yes,No,Yes,Yes,,Male,10.0,6037,267.3661042142585,477.7838095137638,272.9106643345169,495.9194978113703
662,27,trickQuestion,0.0,99.0,2023-11-26 12:01:29,59,en,983099594,2023-11-26 11:48:44,2023-11-26 11:48:44,Male,36,Fluent,86,No,85,Language that discriminates certain groups of people or individuals with the added intention of spreading the message,1,25,Yes,No,Yes,Yes,,,nan,,,,,
663,27,27_sample_60c5d6bf5659ea5e55def51c_p+10_f.wav,99.0,99.0,2023-11-26 12:01:29,59,en,983099594,2023-11-26 11:48:44,2023-11-26 11:48:44,Male,36,Fluent,86,No,85,Language that discriminates certain groups of people or individuals with the added intention of spreading the message,1,25,Yes,No,Yes,Yes,,Female,10.0,60c5d6bf5659ea5e55def51c,363.5178458970007,446.5561716256685,351.82406225736884,351.34386562510383
664,27,28_sample_60c5d6bf5659ea5e55def51c_p+10_m.wav,78.0,79.0,2023-11-26 12:01:29,59,en,983099594,2023-11-26 11:48:44,2023-11-26 11:48:44,Male,36,Fluent,86,No,85,Language that discriminates certain groups of people or individuals with the added intention of spreading the message,1,25,Yes,No,Yes,Yes,,Male,10.0,60c5d6bf5659ea5e55def51c,240.8344995054811,341.6979419483644,230.218617556802,367.3469681844473
665,27,29_sample_60c5d6bf5659ea5e55defbed_p-10_f.wav,74.0,68.0,2023-11-26 12:01:29,59,en,983099594,2023-11-26 11:48:44,2023-11-26 11:48:44,Male,36,Fluent,86,No,85,Language that discriminates certain groups of people or individuals with the added intention of spreading the message,1,25,Yes,No,Yes,Yes,,Female,-10.0,60c5d6bf5659ea5e55defbed,203.1633857360342,292.9208302334188,177.49195400833935,316.8870685822867
666,27,30_sample_60c5d6bf5659ea5e55defbed_p-10_m.wav,99.0,99.0,2023-11-26 12:01:29,59,en,983099594,2023-11-26 11:48:44,2023-11-26 11:48:44,Male,36,Fluent,86,No,85,Language that discriminates certain groups of people or individuals with the added intention of spreading the message,1,25,Yes,No,Yes,Yes,,Male,-10.0,60c5d6bf5659ea5e55defbed,135.76378030605298,224.63085563596405,106.08448789689815,294.03827303406945
668,27,32_sample_60c5d6bf5659ea5e55defbed_p+10_m.wav,99.0,99.0,2023-11-26 12:01:29,59,en,983099594,2023-11-26 11:48:44,2023-11-26 11:48:44,Male,36,Fluent,86,No,85,Language that discriminates certain groups of people or individuals with the added intention of spreading the message,1,25,Yes,No,Yes,Yes,,Male,10.0,60c5d6bf5659ea5e55defbed,239.56741921325303,310.0444054282751,234.34175094085845,272.6079448302944
669,27,33_sample_60c5d6bf5659ea5e55defd2b_p-10_f.wav,99.0,99.0,2023-11-26 12:01:29,59,en,983099594,2023-11-26 11:48:44,2023-11-26 11:48:44,Male,36,Fluent,86,No,85,Language that discriminates certain groups of people or individuals with the added intention of spreading the message,1,25,Yes,No,Yes,Yes,,Female,-10.0,60c5d6bf5659ea5e55defd2b,201.86430097004185,312.4880844379037,181.16664421663705,340.70440706130694
672,27,36_sample_60c5d6bf5659ea5e55defd2b_p+10_m.wav,99.0,99.0,2023-11-26 12:01:29,59,en,983099594,2023-11-26 11:48:44,2023-11-26 11:48:44,Male,36,Fluent,86,No,85,Language that discriminates certain groups of people or individuals with the added intention of spreading the message,1,25,Yes,No,Yes,Yes,,Male,10.0,60c5d6bf5659ea5e55defd2b,251.71630826188863,347.35897218668225,242.65654659271064,354.967892838042
673,27,37_sample_7699_p-10_f.wav,99.0,99.0,2023-11-26 12:01:29,59,en,983099594,2023-11-26 11:48:44,2023-11-26 11:48:44,Male,36,Fluent,86,No,85,Language that discriminates certain groups of people or individuals with the added intention of spreading the message,1,25,Yes,No,Yes,Yes,,Female,-10.0,7699,198.028849347958,349.72761659082664,179.44055386108266,421.0076362924112
674,27,38_sample_7699_p-10_m.wav,99.0,82.0,2023-11-26 12:01:29,59,en,983099594,2023-11-26 11:48:44,2023-11-26 11:48:44,Male,36,Fluent,86,No,85,Language that discriminates certain groups of people or individuals with the added intention of spreading the message,1,25,Yes,No,Yes,Yes,,Male,-10.0,7699,147.90113581613988,308.7155923341897,119.6978646927078,415.6435796715541
675,27,39_sample_7699_p+10_f.wav,99.0,80.0,2023-11-26 12:01:29,59,en,983099594,2023-11-26 11:48:44,2023-11-26 11:48:44,Male,36,Fluent,86,No,85,Language that discriminates certain groups of people or individuals with the added intention of spreading the message,1,25,Yes,No,Yes,Yes,,Female,10.0,7699,355.2802960547483,464.2565675945432,352.4093789880344,364.4333205856505
678,27,42_sample_7809_p-10_m.wav,99.0,99.0,2023-11-26 12:01:29,59,en,983099594,2023-11-26 11:48:44,2023-11-26 11:48:44,Male,36,Fluent,86,No,85,Language that discriminates certain groups of people or individuals with the added intention of spreading the message,1,25,Yes,No,Yes,Yes,,Male,-10.0,7809,127.23376755839472,253.1450252161828,103.38840423348324,345.1161447140598
679,27,43_sample_7809_p+10_f.wav,99.0,99.0,2023-11-26 12:01:29,59,en,983099594,2023-11-26 11:48:44,2023-11-26 11:48:44,Male,36,Fluent,86,No,85,Language that discriminates certain groups of people or individuals with the added intention of spreading the message,1,25,Yes,No,Yes,Yes,,Female,10.0,7809,374.83484023126334,443.0876483899213,358.32192663806075,313.93080723614224
680,27,44_sample_7809_p+10_m.wav,99.0,99.0,2023-11-26 12:01:29,59,en,983099594,2023-11-26 11:48:44,2023-11-26 11:48:44,Male,36,Fluent,86,No,85,Language that discriminates certain groups of people or individuals with the added intention of spreading the message,1,25,Yes,No,Yes,Yes,,Male,10.0,7809,238.9098823080781,321.9612598747609,220.55824963064416,289.621821945533
681,27,45_sample_9064_p-10_f.wav,99.0,99.0,2023-11-26 12:01:29,59,en,983099594,2023-11-26 11:48:44,2023-11-26 11:48:44,Male,36,Fluent,86,No,85,Language that discriminates certain groups of people or individuals with the added intention of spreading the message,1,25,Yes,No,Yes,Yes,,Female,-10.0,9064,203.1037612852056,341.51526818393654,172.39713034607507,395.8268075580665
682,27,46_sample_9064_p-10_m.wav,99.0,99.0,2023-11-26 12:01:29,59,en,983099594,2023-11-26 11:48:44,2023-11-26 11:48:44,Male,36,Fluent,86,No,85,Language that discriminates certain groups of people or individuals with the added intention of spreading the message,1,25,Yes,No,Yes,Yes,,Male,-10.0,9064,165.5527280392079,295.31746789142073,112.05105304440264,381.6517004398491
686,27,50_sample_9093_p-10_m.wav,99.0,85.0,2023-11-26 12:01:29,59,en,983099594,2023-11-26 11:48:44,2023-11-26 11:48:44,Male,36,Fluent,86,No,85,Language that discriminates certain groups of people or individuals with the added intention of spreading the message,1,25,Yes,No,Yes,Yes,,Male,-10.0,9093,154.02106885499418,313.608614950378,125.31645999126658,378.8939681635306
689,28,01_sample_22967_p-10_f.wav,72.0,33.0,2023-11-27 09:51:35,59,en,1905246436,2023-11-27 09:38:53,2023-11-27 09:38:53,Male,26,Fluent,79,No,50,Hurtful expression of thoughts stemming from a skewed sense of society which could lead to horrific consequences ,1,73,Yes,Yes,Yes,Yes,,Female,-10.0,22967,196.3264958169721,332.90278400367094,167.52681909510437,396.0050440823331
690,28,02_sample_22967_p-10_m.wav,99.0,99.0,2023-11-27 09:51:35,59,en,1905246436,2023-11-27 09:38:53,2023-11-27 09:38:53,Male,26,Fluent,79,No,50,Hurtful expression of thoughts stemming from a skewed sense of society which could lead to horrific consequences ,1,73,Yes,Yes,Yes,Yes,,Male,-10.0,22967,142.34470599123688,291.85967294884466,106.66129674258718,425.23396481496906
691,28,03_sample_22967_p+10_f.wav,99.0,99.0,2023-11-27 09:51:35,59,en,1905246436,2023-11-27 09:38:53,2023-11-27 09:38:53,Male,26,Fluent,79,No,50,Hurtful expression of thoughts stemming from a skewed sense of society which could lead to horrific consequences ,1,73,Yes,Yes,Yes,Yes,,Female,10.0,22967,359.72974158663635,454.0182547019731,363.4439704921498,353.7843594543683
692,28,04_sample_22967_p+10_m.wav,71.0,31.0,2023-11-27 09:51:35,59,en,1905246436,2023-11-27 09:38:53,2023-11-27 09:38:53,Male,26,Fluent,79,No,50,Hurtful expression of thoughts stemming from a skewed sense of society which could lead to horrific consequences ,1,73,Yes,Yes,Yes,Yes,,Male,10.0,22967,249.22199487822223,360.4410379690174,240.7921557344637,369.23328726668245
693,28,05_sample_2994_p-10_f.wav,99.0,99.0,2023-11-27 09:51:35,59,en,1905246436,2023-11-27 09:38:53,2023-11-27 09:38:53,Male,26,Fluent,79,No,50,Hurtful expression of thoughts stemming from a skewed sense of society which could lead to horrific consequences ,1,73,Yes,Yes,Yes,Yes,,Female,-10.0,2994,202.33791737484293,310.9071040223541,179.91676553935082,329.16252881248386
694,28,06_sample_2994_p-10_m.wav,99.0,99.0,2023-11-27 09:51:35,59,en,1905246436,2023-11-27 09:38:53,2023-11-27 09:38:53,Male,26,Fluent,79,No,50,Hurtful expression of thoughts stemming from a skewed sense of society which could lead to horrific consequences ,1,73,Yes,Yes,Yes,Yes,,Male,-10.0,2994,165.9283985826567,275.97075480642644,116.14600912171534,328.4837477044902
696,28,08_sample_2994_p+10_m.wav,99.0,99.0,2023-11-27 09:51:35,59,en,1905246436,2023-11-27 09:38:53,2023-11-27 09:38:53,Male,26,Fluent,79,No,50,Hurtful expression of thoughts stemming from a skewed sense of society which could lead to horrific consequences ,1,73,Yes,Yes,Yes,Yes,,Male,10.0,2994,280.8571478395866,357.7146016215786,261.895958660944,295.73384589004746
697,28,09_sample_3913_p-10_f.wav,83.0,99.0,2023-11-27 09:51:35,59,en,1905246436,2023-11-27 09:38:53,2023-11-27 09:38:53,Male,26,Fluent,79,No,50,Hurtful expression of thoughts stemming from a skewed sense of society which could lead to horrific consequences ,1,73,Yes,Yes,Yes,Yes,,Female,-10.0,3913,261.07019992362484,553.3163510693406,350.316545049076,537.6984207684052
699,28,11_sample_3913_p+10_f.wav,99.0,99.0,2023-11-27 09:51:35,59,en,1905246436,2023-11-27 09:38:53,2023-11-27 09:38:53,Male,26,Fluent,79,No,50,Hurtful expression of thoughts stemming from a skewed sense of society which could lead to horrific consequences ,1,73,Yes,Yes,Yes,Yes,,Female,10.0,3913,379.465102900006,602.0160933138437,435.16173461213066,497.3844204687591
701,28,13_sample_4382_p-10_f.wav,67.0,17.0,2023-11-27 09:51:35,59,en,1905246436,2023-11-27 09:38:53,2023-11-27 09:38:53,Male,26,Fluent,79,No,50,Hurtful expression of thoughts stemming from a skewed sense of society which could lead to horrific consequences ,1,73,Yes,Yes,Yes,Yes,,Female,-10.0,4382,222.6877261104952,361.96107139124194,184.8249141832258,393.8487491511948
702,28,14_sample_4382_p-10_m.wav,99.0,99.0,2023-11-27 09:51:35,59,en,1905246436,2023-11-27 09:38:53,2023-11-27 09:38:53,Male,26,Fluent,79,No,50,Hurtful expression of thoughts stemming from a skewed sense of society which could lead to horrific consequences ,1,73,Yes,Yes,Yes,Yes,,Male,-10.0,4382,150.33947748561314,352.8274654745969,132.86612165048246,405.392887797881
704,28,16_sample_4382_p+10_m.wav,73.0,59.0,2023-11-27 09:51:35,59,en,1905246436,2023-11-27 09:38:53,2023-11-27 09:38:53,Male,26,Fluent,79,No,50,Hurtful expression of thoughts stemming from a skewed sense of society which could lead to horrific consequences ,1,73,Yes,Yes,Yes,Yes,,Male,10.0,4382,275.41744088918904,413.2284195527813,298.70306753743336,368.5712146843281
706,28,18_sample_5213_p-10_m.wav,94.0,95.0,2023-11-27 09:51:35,59,en,1905246436,2023-11-27 09:38:53,2023-11-27 09:38:53,Male,26,Fluent,79,No,50,Hurtful expression of thoughts stemming from a skewed sense of society which could lead to horrific consequences ,1,73,Yes,Yes,Yes,Yes,,Male,-10.0,5213,162.98279786307242,350.87347440519454,121.12617663793004,449.1220801980649
710,28,22_sample_6037_p-10_m.wav,50.0,51.0,2023-11-27 09:51:35,59,en,1905246436,2023-11-27 09:38:53,2023-11-27 09:38:53,Male,26,Fluent,79,No,50,Hurtful expression of thoughts stemming from a skewed sense of society which could lead to horrific consequences ,1,73,Yes,Yes,Yes,Yes,,Male,-10.0,6037,151.41772490754087,402.9321100696131,136.747285387349,499.567122862656
713,28,25_sample_60c5d6bf5659ea5e55def51c_p-10_f.wav,88.0,89.0,2023-11-27 09:51:35,59,en,1905246436,2023-11-27 09:38:53,2023-11-27 09:38:53,Male,26,Fluent,79,No,50,Hurtful expression of thoughts stemming from a skewed sense of society which could lead to horrific consequences ,1,73,Yes,Yes,Yes,Yes,,Female,-10.0,60c5d6bf5659ea5e55def51c,186.62721020795811,301.8396530827595,165.8467432217846,384.0546523190589
715,28,trickQuestion,0.0,99.0,2023-11-27 09:51:35,59,en,1905246436,2023-11-27 09:38:53,2023-11-27 09:38:53,Male,26,Fluent,79,No,50,Hurtful expression of thoughts stemming from a skewed sense of society which could lead to horrific consequences ,1,73,Yes,Yes,Yes,Yes,,,nan,,,,,
716,28,27_sample_60c5d6bf5659ea5e55def51c_p+10_f.wav,88.0,88.0,2023-11-27 09:51:35,59,en,1905246436,2023-11-27 09:38:53,2023-11-27 09:38:53,Male,26,Fluent,79,No,50,Hurtful expression of thoughts stemming from a skewed sense of society which could lead to horrific consequences ,1,73,Yes,Yes,Yes,Yes,,Female,10.0,60c5d6bf5659ea5e55def51c,363.5178458970007,446.5561716256685,351.82406225736884,351.34386562510383
719,28,30_sample_60c5d6bf5659ea5e55defbed_p-10_m.wav,99.0,99.0,2023-11-27 09:51:35,59,en,1905246436,2023-11-27 09:38:53,2023-11-27 09:38:53,Male,26,Fluent,79,No,50,Hurtful expression of thoughts stemming from a skewed sense of society which could lead to horrific consequences ,1,73,Yes,Yes,Yes,Yes,,Male,-10.0,60c5d6bf5659ea5e55defbed,135.76378030605298,224.63085563596405,106.08448789689815,294.03827303406945
721,28,32_sample_60c5d6bf5659ea5e55defbed_p+10_m.wav,99.0,99.0,2023-11-27 09:51:35,59,en,1905246436,2023-11-27 09:38:53,2023-11-27 09:38:53,Male,26,Fluent,79,No,50,Hurtful expression of thoughts stemming from a skewed sense of society which could lead to horrific consequences ,1,73,Yes,Yes,Yes,Yes,,Male,10.0,60c5d6bf5659ea5e55defbed,239.56741921325303,310.0444054282751,234.34175094085845,272.6079448302944
722,28,33_sample_60c5d6bf5659ea5e55defd2b_p-10_f.wav,99.0,99.0,2023-11-27 09:51:35,59,en,1905246436,2023-11-27 09:38:53,2023-11-27 09:38:53,Male,26,Fluent,79,No,50,Hurtful expression of thoughts stemming from a skewed sense of society which could lead to horrific consequences ,1,73,Yes,Yes,Yes,Yes,,Female,-10.0,60c5d6bf5659ea5e55defd2b,201.86430097004185,312.4880844379037,181.16664421663705,340.70440706130694
723,28,34_sample_60c5d6bf5659ea5e55defd2b_p-10_m.wav,65.0,73.0,2023-11-27 09:51:35,59,en,1905246436,2023-11-27 09:38:53,2023-11-27 09:38:53,Male,26,Fluent,79,No,50,Hurtful expression of thoughts stemming from a skewed sense of society which could lead to horrific consequences ,1,73,Yes,Yes,Yes,Yes,,Male,-10.0,60c5d6bf5659ea5e55defd2b,147.83821918394312,280.0400250876869,117.52346331643132,370.6655388441718
724,28,35_sample_60c5d6bf5659ea5e55defd2b_p+10_f.wav,99.0,99.0,2023-11-27 09:51:35,59,en,1905246436,2023-11-27 09:38:53,2023-11-27 09:38:53,Male,26,Fluent,79,No,50,Hurtful expression of thoughts stemming from a skewed sense of society which could lead to horrific consequences ,1,73,Yes,Yes,Yes,Yes,,Female,10.0,60c5d6bf5659ea5e55defd2b,364.8346058931698,437.5728564542495,367.70603067998985,294.7029748453692
725,28,36_sample_60c5d6bf5659ea5e55defd2b_p+10_m.wav,99.0,99.0,2023-11-27 09:51:35,59,en,1905246436,2023-11-27 09:38:53,2023-11-27 09:38:53,Male,26,Fluent,79,No,50,Hurtful expression of thoughts stemming from a skewed sense of society which could lead to horrific consequences ,1,73,Yes,Yes,Yes,Yes,,Male,10.0,60c5d6bf5659ea5e55defd2b,251.71630826188863,347.35897218668225,242.65654659271064,354.967892838042
726,28,37_sample_7699_p-10_f.wav,90.0,99.0,2023-11-27 09:51:35,59,en,1905246436,2023-11-27 09:38:53,2023-11-27 09:38:53,Male,26,Fluent,79,No,50,Hurtful expression of thoughts stemming from a skewed sense of society which could lead to horrific consequences ,1,73,Yes,Yes,Yes,Yes,,Female,-10.0,7699,198.028849347958,349.72761659082664,179.44055386108266,421.0076362924112
729,28,40_sample_7699_p+10_m.wav,99.0,99.0,2023-11-27 09:51:35,59,en,1905246436,2023-11-27 09:38:53,2023-11-27 09:38:53,Male,26,Fluent,79,No,50,Hurtful expression of thoughts stemming from a skewed sense of society which could lead to horrific consequences ,1,73,Yes,Yes,Yes,Yes,,Male,10.0,7699,236.9763182747345,372.592222535474,231.2252941706643,376.45945129618366
730,28,41_sample_7809_p-10_f.wav,98.0,99.0,2023-11-27 09:51:35,59,en,1905246436,2023-11-27 09:38:53,2023-11-27 09:38:53,Male,26,Fluent,79,No,50,Hurtful expression of thoughts stemming from a skewed sense of society which could lead to horrific consequences ,1,73,Yes,Yes,Yes,Yes,,Female,-10.0,7809,194.45745871190985,303.79583864208536,172.18294417834136,320.86032383362414
733,28,44_sample_7809_p+10_m.wav,99.0,99.0,2023-11-27 09:51:35,59,en,1905246436,2023-11-27 09:38:53,2023-11-27 09:38:53,Male,26,Fluent,79,No,50,Hurtful expression of thoughts stemming from a skewed sense of society which could lead to horrific consequences ,1,73,Yes,Yes,Yes,Yes,,Male,10.0,7809,238.9098823080781,321.9612598747609,220.55824963064416,289.621821945533
734,28,45_sample_9064_p-10_f.wav,99.0,99.0,2023-11-27 09:51:35,59,en,1905246436,2023-11-27 09:38:53,2023-11-27 09:38:53,Male,26,Fluent,79,No,50,Hurtful expression of thoughts stemming from a skewed sense of society which could lead to horrific consequences ,1,73,Yes,Yes,Yes,Yes,,Female,-10.0,9064,203.1037612852056,341.51526818393654,172.39713034607507,395.8268075580665
737,28,48_sample_9064_p+10_m.wav,99.0,99.0,2023-11-27 09:51:35,59,en,1905246436,2023-11-27 09:38:53,2023-11-27 09:38:53,Male,26,Fluent,79,No,50,Hurtful expression of thoughts stemming from a skewed sense of society which could lead to horrific consequences ,1,73,Yes,Yes,Yes,Yes,,Male,10.0,9064,263.6580809011482,374.8085042436387,243.41783284515475,366.4474325756373
738,28,49_sample_9093_p-10_f.wav,99.0,99.0,2023-11-27 09:51:35,59,en,1905246436,2023-11-27 09:38:53,2023-11-27 09:38:53,Male,26,Fluent,79,No,50,Hurtful expression of thoughts stemming from a skewed sense of society which could lead to horrific consequences ,1,73,Yes,Yes,Yes,Yes,,Female,-10.0,9093,211.74204414820463,354.6349944911342,192.4996154941254,395.5453313653304
740,28,51_sample_9093_p+10_f.wav,99.0,99.0,2023-11-27 09:51:35,59,en,1905246436,2023-11-27 09:38:53,2023-11-27 09:38:53,Male,26,Fluent,79,No,50,Hurtful expression of thoughts stemming from a skewed sense of society which could lead to horrific consequences ,1,73,Yes,Yes,Yes,Yes,,Female,10.0,9093,376.7664242124385,439.2993184700839,386.0319497621375,296.2656521129147
742,30,01_sample_22967_p-10_f.wav,60.0,60.0,2023-11-27 15:44:29,59,en,2052140129,2023-11-27 15:04:41,2023-11-27 15:04:41,Female,29,Advanced,60,Yes,50,Purposefully hurting or discriminating another person or group by calling them names or reproducing stereotypes,7,65,Yes,No,Yes,Yes,"I did have difficulties understanding some of the statements acustically or didn't know exactly what some slang words meant, which may have resulted in a lower rating of unacceptability for that specific statement.",Female,-10.0,22967,196.3264958169721,332.90278400367094,167.52681909510437,396.0050440823331
744,30,03_sample_22967_p+10_f.wav,60.0,60.0,2023-11-27 15:44:29,59,en,2052140129,2023-11-27 15:04:41,2023-11-27 15:04:41,Female,29,Advanced,60,Yes,50,Purposefully hurting or discriminating another person or group by calling them names or reproducing stereotypes,7,65,Yes,No,Yes,Yes,"I did have difficulties understanding some of the statements acustically or didn't know exactly what some slang words meant, which may have resulted in a lower rating of unacceptability for that specific statement.",Female,10.0,22967,359.72974158663635,454.0182547019731,363.4439704921498,353.7843594543683
748,30,07_sample_2994_p+10_f.wav,99.0,99.0,2023-11-27 15:44:29,59,en,2052140129,2023-11-27 15:04:41,2023-11-27 15:04:41,Female,29,Advanced,60,Yes,50,Purposefully hurting or discriminating another person or group by calling them names or reproducing stereotypes,7,65,Yes,No,Yes,Yes,"I did have difficulties understanding some of the statements acustically or didn't know exactly what some slang words meant, which may have resulted in a lower rating of unacceptability for that specific statement.",Female,10.0,2994,380.8630534382837,440.92482495103326,393.2270699053482,260.5064653818536
